21K337,International High School at LaFayette ,35,355,395,355
10X342,International School of Liberal Arts ,46,333,336,285
02M529,Jacqueline Kennedy Onassis High School ,88,420,424,398
08X650,Jane Addams Vocational High School ,152,370,377,363
07X379,Jill Chaifetz Transfer High School ,0,0,0,0
76K460,John Jay High School ,9,390,381,398
10X268,Kingsbridge International High School ,40,313,316,296
18K569,Kurt Hahn Expeditionary Learning School ,0,0,0,0
21K728,Liberation Diploma Plus High School ,13,402,351,380
02M550,Liberty High School Academy for Newcomers ,32,343,465,362
01M515,Lower East Side Preparatory High School ,154,314,532,314
02M575,Manhattan Comprehensive Night Day High School ,141,355,475,339
17K590,Medgar Evers College Preparatory High School ,113,459,482,452
22K405,Midwood High School at Brooklyn College ,725,493,543,491
02M418,Millennium High School ,140,512,554,523
12X400,Morris High School ,9,369,374,360
07X473,Mott Haven Village Preparatory High School ,48,345,352,349
19K583,Multicultural High School ,0,0,0,0
02M376,NYC iSchool ,0,0,0,0
02M412,New York City Laboratory School Collab Studies ,108,561,597,567
02M551,New York Harbor High School ,54,372,369,368
25Q792,North Queens Community High School ,22,434,422,422
75X754,P754 X - Jeffrey M. Rapport School for Career Devt ,0,0,0,0
24Q296,Pan American International High School ,0,0,0,0
02M535,Park West High School ,0,0,0,0
17K625,Paul Robeson High School ,121,355,358,348
02M408,Professional Performng Arts School ,69,495,465,499
14K474,Progress High School For Professional Careers ,102,365,375,373
17K440,Prospect Heights High School ,12,388,373,374
28Q310,Queens Collegiate: A College Board School ,0,0,0,0
27Q302,"Queens High School for Information, Research, and Te",0,0,0,0
26Q566,Queens High School-Teaching Liberal Arts Sciences ,144,438,455,433
25Q252,Queens School of Inquiry ,0,0,0,0
24Q600,Queens Vocational & Tech High School ,130,415,428,401
21K344,Rachel Carson High School for Coastal Studies ,66,422,459,418
08X293,Renaissance High School Music Theater T ,47,389,375,375
02M580,Richard R Green High School of Teaching ,79,425,429,419
25Q670,Robert F Kennedy Community High School ,61,449,471,462
27Q308,Robert H. Goddard High School for Communication Art ,0,0,0,0
07X655,Samuel Gompers Vocational Technical High School ,105,370,385,354
02M570,Satellite Academy High School ,16,400,336,376
14K477,School for Legal Studies ,82,385,390,384
13K419,Science Skills Center High School ,104,419,421,409
15K462,"Secondary School for Law, Journalism and Research",50,406,409,393
02M445,Seward Park High School ,0,0,0,0
72X470,South Bronx High School ,0,0,0,0
15K698,South Brooklyn Community High School ,17,387,371,368
75R025,South Richmond High School ,10,407,421,400
29Q420,Springfield Gardens High School ,20,429,402,403
08X452,The Bronx Guild High School ,36,381,361,352
02M303,The Facing History School ,59,381,373,377
02M313,The James Baldwin School ,45,421,419,394
10X225,Theatre Arts Production Company School ,53,382,375,363
28Q620,Thomas Edison Vocational-Technical High School ,529,455,490,439
25Q525,Townsend Harris High School at Queens College ,273,637,644,642
01M448,University Neighborhood High School ,60,394,419,387
03M307,Urban Assembly School For Media Studies ,53,374,363,377
09X241,Urban Assembly School for Applied Math Science ,0,0,0,0
07X548,Urban Assembly School for Careers in Sports ,58,381,423,384
02M316,Urban Assembly School of Business for Young Women ,52,401,409,391
02M300,Urban Assembly School of Design and Construction ,49,405,446,415
13K483,Urban Assembly School of Law and Justice ,104,414,415,412
13K350,Urban Assembly School of Music and Art ,59,394,371,371
21K620,William E. Grady Vocational Technical High School ,56,385,393,361
19K660,William H Maxwell Voc High School ,49,355,367,355
14K558,Williamsburg High School for Architecture & Design ,44,399,393,367
14K923,YABC at Automative High School ,0,0,0,0
20K658,YABC at Franklin D. Roosevelt High School ,33,363,443,369
02M473,YABC at Washington Irving High School ,0,0,0,0
28Q896,Young Women's Leadership High School ,0,0,0,0
04M610,Young Women's Leadership School of Astoria ,0,0,0,0
